07-22	1934	tdih-07-22-01	FBI Kills John Dillinger	PUBLIC ENEMY DOWN: FBI Agents Shoot John Dillinger Outside Chicago Theater	On July 22, 1934, FBI agents shot and killed notorious bank robber John Dillinger outside the Biograph Theater in Chicago.	Great Depression	John Dillinger
07-23	1903	tdih-07-23-01	Ford Motor Company Sells First Car	PUTTING AMERICA ON WHEELS: Ford Motor Company Sells Its First Automobile	On July 23, 1903, the Ford Motor Company sold its first car, the Model A, to Dr. Ernst Pfennig of Chicago, beginning the automotive revolution.	Turn of the Century	Ford Motor Company
07-24	1911	tdih-07-24-01	Machu Picchu Rediscovered	LOST CITY FOUND: Yale Explorer Rediscovers Machu Picchu in the Peruvian Andes	On July 24, 1911, American historian Hiram Bingham III rediscovered the Incan citadel of Machu Picchu high in the Peruvian Andes.	Early 20th Century	Machu Picchu
07-25	1978	tdih-07-25-01	First Test Tube Baby Born	MEDICAL MILESTONE: First Baby Conceived Through In Vitro Fertilization Born in England	On July 25, 1978, Louise Joy Brown was born in Oldham, England, the first baby conceived through in vitro fertilization, pioneering reproductive medicine.	1970s America	Louise Brown
07-26	1945	tdih-07-26-01	Potsdam Declaration Issued	SURRENDER OR FACE DESTRUCTION: Allies Issue Ultimatum to Japan	On July 26, 1945, the United States, Britain, and China issued the Potsdam Declaration demanding Japan's unconditional surrender or face prompt and utter destruction.	World War II	Potsdam Declaration
07-27	1953	tdih-07-27-01	Korean War Armistice Signed	CEASEFIRE: Korean War Ends After Three Years and Five Million Dead	On July 27, 1953, the Korean War armistice was signed at Panmunjom, ending three years of fighting that killed approximately five million people.	Cold War	Korean Armistice Agreement
07-28	1914	tdih-07-28-01	World War I Begins	THE GREAT WAR: Austria-Hungary Declares War on Serbia, Starting World War I	On July 28, 1914, Austria-Hungary declared war on Serbia, triggering a chain of alliances that pulled the world into the deadliest conflict it had ever seen.	World War I Era	World War I
07-29	1890	tdih-07-29-01	Death of Vincent van Gogh	TORTURED GENIUS: Vincent van Gogh Dies from Self-Inflicted Gunshot at Age 37	On July 29, 1890, Vincent van Gogh died in Auvers-sur-Oise, France, two days after shooting himself; he had sold only one painting during his lifetime.	Victorian Era	Vincent van Gogh
07-30	1619	tdih-07-30-01	First Representative Assembly in America	DEMOCRACY IN THE NEW WORLD: Virginia House of Burgesses Holds First Meeting	On July 30, 1619, the Virginia House of Burgesses convened in Jamestown, becoming the first representative legislative assembly in the Americas.	17th Century	House of Burgesses
07-31	1588	tdih-07-31-01	Spanish Armada Spotted	ARMADA SIGHTED: English Lookouts Spot the Spanish Armada Approaching the Channel	On July 31, 1588, the Spanish Armada was spotted off the coast of England, beginning the naval battle that would determine the fate of Protestant Europe.	16th Century	Spanish Armada
08-01	1291	tdih-08-01-01	Swiss Confederation Founded	ALPINE ALLIANCE: Three Forest Cantons Unite to Form the Swiss Confederation	On August 1, 1291, three Swiss cantons signed the Federal Charter, founding the Swiss Confederation that would endure for over 700 years.	Medieval	Swiss Confederation
08-02	1934	tdih-08-02-01	Hitler Becomes Fuhrer	ABSOLUTE POWER: Hitler Merges Chancellor and President Roles to Become Fuhrer	On August 2, 1934, Adolf Hitler merged the offices of chancellor and president following Hindenburg's death, becoming Fuhrer with absolute power.	Great Depression	Adolf Hitler
08-03	1492	tdih-08-03-01	Columbus Sets Sail	WESTWARD HO: Columbus Departs Spain with Three Ships Seeking a Route to Asia	On August 3, 1492, Christopher Columbus departed from Palos de la Frontera, Spain with three ships, beginning the voyage that would reach the Americas.	Renaissance	Voyages of Christopher Columbus
08-04	1914	tdih-08-04-01	Britain Enters World War I	EMPIRE AT WAR: Britain Declares War on Germany After Invasion of Belgium	On August 4, 1914, Britain declared war on Germany after German troops invaded neutral Belgium, bringing the British Empire into World War I.	World War I Era	United Kingdom in World War I
08-05	1858	tdih-08-05-01	First Transatlantic Telegraph Cable Completed	OCEANS CONNECTED: First Telegraph Cable Links Europe and America	On August 5, 1858, the first transatlantic telegraph cable was completed between Newfoundland and Ireland, allowing messages between continents in minutes.	Victorian Era	Transatlantic telegraph cable
08-06	1945	tdih-08-06-01	Atomic Bombing of Hiroshima	ATOMIC FIRE: United States Drops Nuclear Bomb on Hiroshima, Killing 80,000 Instantly	On August 6, 1945, the United States dropped the atomic bomb Little Boy on Hiroshima, Japan, killing approximately 80,000 people instantly and changing warfare forever.	World War II	Atomic bombings of Hiroshima and Nagasaki
08-07	1942	tdih-08-07-01	Battle of Guadalcanal Begins	ISLAND ASSAULT: US Marines Land on Guadalcanal in First Major Allied Offensive in Pacific	On August 7, 1942, US Marines landed on Guadalcanal, beginning the first major Allied offensive in the Pacific Theater of World War II.	World War II	Guadalcanal campaign
08-08	1974	tdih-08-08-01	Nixon Announces Resignation	I SHALL RESIGN: Nixon Becomes First US President to Resign from Office	On August 8, 1974, President Richard Nixon announced he would resign the presidency the next day, the first president in US history to do so.	Watergate Era	Resignation of Richard Nixon
08-09	1945	tdih-08-09-01	Atomic Bombing of Nagasaki	SECOND BOMB: United States Drops Atomic Bomb on Nagasaki	On August 9, 1945, the United States dropped the atomic bomb Fat Man on Nagasaki, killing approximately 40,000 people. Japan surrendered six days later.	World War II	Atomic bombings of Hiroshima and Nagasaki
08-10	1792	tdih-08-10-01	Storming of the Tuileries	KING OVERTHROWN: Revolutionary Mob Storms Tuileries Palace, Ending French Monarchy	On August 10, 1792, a revolutionary mob stormed the Tuileries Palace in Paris, effectively ending the French monarchy and leading to the execution of Louis XVI.	18th Century	Insurrection of 10 August 1792
08-11	3114	tdih-08-11-01	Maya Calendar Start Date	TIME BEGINS: The Maya Long Count Calendar's Creation Date	According to the Maya Long Count calendar, the current creation era began on August 11, 3114 BC, a date of profound significance in Mesoamerican cosmology.	Ancient World	Mesoamerican Long Count calendar
08-12	30	tdih-08-12-01	Cleopatra Dies	LAST PHARAOH: Cleopatra VII Takes Her Own Life as Rome Conquers Egypt	On August 12, 30 BC, Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, died by suicide as Octavian's Roman forces conquered Egypt.	Ancient World	Cleopatra
08-13	1521	tdih-08-13-01	Cortes Captures Tenochtitlan	AZTEC EMPIRE FALLS: Spanish Conquer Tenochtitlan After 80-Day Siege	On August 13, 1521, Hernan Cortes and his native allies captured Tenochtitlan, the Aztec capital, ending the Aztec Empire after an 80-day siege.	16th Century	Fall of Tenochtitlan
08-14	1945	tdih-08-14-01	Japan Announces Surrender	WAR IS OVER: Emperor Hirohito Announces Japan's Surrender in Radio Broadcast	On August 14, 1945, Emperor Hirohito announced Japan's unconditional surrender via radio broadcast, ending World War II.	World War II	Surrender of Japan
08-15	1947	tdih-08-15-01	Indian Independence	FREEDOM AT MIDNIGHT: India Gains Independence from British Rule	On August 15, 1947, India gained independence from the British Empire, though the joy was tempered by the violent partition that created Pakistan.	Post-World War II	Indian independence movement
08-16	1977	tdih-08-16-01	Death of Elvis Presley	THE KING IS DEAD: Elvis Presley Dies at Graceland at Age 42	On August 16, 1977, Elvis Presley, the King of Rock and Roll, died at his Graceland mansion in Memphis, Tennessee at age 42.	1970s America	Elvis Presley
08-17	1945	tdih-08-17-01	Indonesian Independence Declared	MERDEKA: Sukarno Declares Indonesian Independence from the Netherlands	On August 17, 1945, Sukarno and Mohammad Hatta declared Indonesian independence, beginning the fight to establish the world's largest archipelagic state.	Post-World War II	Proclamation of Indonesian Independence
08-18	1920	tdih-08-18-01	19th Amendment Ratified	WOMEN WIN THE VOTE: 19th Amendment Ratified, Granting Suffrage to American Women	On August 18, 1920, the 19th Amendment was ratified, guaranteeing women the right to vote in the United States after 72 years of organized struggle.	Women's Suffrage	Nineteenth Amendment to the United States Constitution
08-19	1839	tdih-08-19-01	Daguerreotype Photography Announced	PHOTOGRAPHY BORN: French Government Unveils Daguerre's Photographic Process to the World	On August 19, 1839, the French government announced the daguerreotype process to the world, making photography publicly available for the first time.	Victorian Era	Daguerreotype
08-20	1968	tdih-08-20-01	Soviet Invasion of Czechoslovakia	PRAGUE SPRING CRUSHED: Soviet Tanks Roll Into Czechoslovakia to End Reforms	On August 20, 1968, Soviet and Warsaw Pact troops invaded Czechoslovakia, crushing the Prague Spring reform movement led by Alexander Dubcek.	Cold War	Warsaw Pact invasion of Czechoslovakia
08-21	1959	tdih-08-21-01	Hawaii Becomes 50th State	ALOHA STATE: Hawaii Admitted as the 50th State of the Union	On August 21, 1959, Hawaii was admitted as the 50th state of the United States, making it the most recent state to join the Union.	Cold War	Hawaii
08-22	1485	tdih-08-22-01	Battle of Bosworth Field	CROWN IN A THORN BUSH: Richard III Killed, Henry Tudor Becomes King	On August 22, 1485, Henry Tudor defeated Richard III at the Battle of Bosworth Field, ending the Wars of the Roses and founding the Tudor dynasty.	Medieval	Battle of Bosworth Field
08-23	1305	tdih-08-23-01	Execution of William Wallace	BRAVEHEART DIES: Scottish Hero William Wallace Executed in London	On August 23, 1305, Scottish independence leader William Wallace was hanged, drawn, and quartered in London for high treason against King Edward I.	Medieval	William Wallace
08-24	79	tdih-08-24-01	Eruption of Mount Vesuvius	CITY BURIED: Vesuvius Erupts, Entombing Pompeii Under Twenty Feet of Ash	On August 24, 79 AD, Mount Vesuvius erupted catastrophically, burying the Roman cities of Pompeii and Herculaneum and preserving them for nearly 2,000 years.	Ancient World	Eruption of Mount Vesuvius in 79 AD
08-25	1944	tdih-08-25-01	Liberation of Paris	PARIS IS FREE: Allied Forces Enter Paris After Four Years of Nazi Occupation	On August 25, 1944, Allied forces and the French Resistance liberated Paris from four years of German occupation as crowds filled the Champs-Elysees.	World War II	Liberation of Paris
08-26	1789	tdih-08-26-01	Declaration of Rights of Man Adopted	RIGHTS PROCLAIMED: French Assembly Adopts Declaration of the Rights of Man and Citizen	On August 26, 1789, the French National Constituent Assembly adopted the Declaration of the Rights of Man, establishing fundamental rights for all citizens.	18th Century	Declaration of the Rights of Man and of the Citizen
08-27	1883	tdih-08-27-01	Krakatoa Erupts	HEARD AROUND THE WORLD: Krakatoa Volcano Explodes with Force of 13,000 Atomic Bombs	On August 27, 1883, the volcanic island of Krakatoa exploded, generating the loudest sound in recorded history and killing over 36,000 people.	Victorian Era	1883 eruption of Krakatoa
08-28	1963	tdih-08-28-01	I Have a Dream Speech	I HAVE A DREAM: Martin Luther King Jr. Delivers Legendary Speech at the Lincoln Memorial	On August 28, 1963, Martin Luther King Jr. delivered his I Have a Dream speech before 250,000 people at the March on Washington for Jobs and Freedom.	Civil Rights Era	I Have a Dream
08-29	2005	tdih-08-29-01	Hurricane Katrina Makes Landfall	CATEGORY 5: Hurricane Katrina Devastates New Orleans and Gulf Coast	On August 29, 2005, Hurricane Katrina made landfall near New Orleans, causing catastrophic flooding that killed over 1,800 people and displaced hundreds of thousands.	21st Century	Hurricane Katrina
08-30	1797	tdih-08-30-01	Birth of Mary Shelley	MOTHER OF SCIENCE FICTION BORN: Mary Shelley Born in London	On August 30, 1797, Mary Shelley was born in London; at age 18, she would write Frankenstein, creating the genre of science fiction.	18th Century	Mary Shelley
08-31	1997	tdih-08-31-01	Death of Princess Diana	PEOPLE'S PRINCESS: Princess Diana Dies in Paris Car Crash at Age 36	On August 31, 1997, Diana, Princess of Wales, died from injuries sustained in a car crash in the Pont de l'Alma tunnel in Paris at age 36.	21st Century	Death of Diana, Princess of Wales
09-01	1939	tdih-09-01-01	Germany Invades Poland	WORLD WAR II BEGINS: German Forces Storm Into Poland, Starting the Deadliest War in History	On September 1, 1939, German forces invaded Poland, prompting Britain and France to declare war and beginning World War II.	World War II	Invasion of Poland
09-02	1945	tdih-09-02-01	Japan Signs Surrender	V-J DAY: Japan Signs Formal Surrender Aboard USS Missouri, Ending World War II	On September 2, 1945, Japan signed the instrument of surrender aboard the USS Missouri in Tokyo Bay, formally ending World War II.	World War II	Surrender of Japan
09-03	1783	tdih-09-03-01	Treaty of Paris Ends American Revolution	INDEPENDENCE WON: Treaty of Paris Officially Ends the American Revolutionary War	On September 3, 1783, the Treaty of Paris was signed, with Britain formally recognizing American independence and ending the Revolutionary War.	18th Century	Treaty of Paris (1783)
09-04	476	tdih-09-04-01	Fall of the Western Roman Empire	ROME FALLS: Last Roman Emperor Deposed, Ending the Western Roman Empire	On September 4, 476 AD, Germanic chieftain Odoacer deposed Emperor Romulus Augustulus, ending the Western Roman Empire after nearly 500 years.	Ancient World	Fall of the Western Roman Empire
09-05	1972	tdih-09-05-01	Munich Olympics Massacre	TERROR AT THE GAMES: Palestinian Terrorists Take Israeli Athletes Hostage at Munich Olympics	On September 5, 1972, Palestinian terrorists from the Black September group took 11 Israeli Olympic team members hostage at the Munich Olympics; all hostages were killed.	1970s America	Munich massacre
09-06	1901	tdih-09-06-01	McKinley Assassination	PRESIDENT SHOT: Anarchist Shoots President McKinley at Buffalo Exposition	On September 6, 1901, President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo; McKinley died eight days later.	Turn of the Century	Assassination of William McKinley
09-07	1812	tdih-09-07-01	Battle of Borodino	BLOODIEST DAY: Napoleon and Russia Clash at Borodino in the Deadliest Single-Day Battle in History	On September 7, 1812, Napoleon's Grande Armee fought the Russian army at Borodino, with 70,000 casualties making it the bloodiest single-day battle to that point.	19th Century	Battle of Borodino
09-08	1966	tdih-09-08-01	Star Trek Premieres	TO BOLDLY GO: Star Trek Premieres on NBC Television	On September 8, 1966, Star Trek premiered on NBC, beginning a franchise that would inspire generations of scientists, engineers, and dreamers.	1960s America	Star Trek: The Original Series
09-09	1776	tdih-09-09-01	Congress Officially Names United States	UNITED STATES: Continental Congress Officially Adopts the Name United States of America	On September 9, 1776, the Continental Congress officially changed the name of the nation from the United Colonies to the United States of America.	18th Century	United States
09-10	1897	tdih-09-10-01	First Drunk Driving Arrest	PULLED OVER: London Cab Driver Becomes First Person Arrested for Drunk Driving	On September 10, 1897, George Smith, a London taxi driver, became the first person ever arrested for drunk driving after crashing into a building.	Victorian Era	Drunk driving
09-11	2001	tdih-09-11-01	September 11 Terrorist Attacks	AMERICA UNDER ATTACK: Hijacked Planes Strike World Trade Center and Pentagon	On September 11, 2001, terrorists hijacked four airliners, crashing two into the World Trade Center and one into the Pentagon, killing 2,977 people.	21st Century	September 11 attacks
09-12	1940	tdih-09-12-01	Lascaux Cave Paintings Discovered	PREHISTORIC ART: French Teenagers Discover 17,000-Year-Old Cave Paintings	On September 12, 1940, four teenagers exploring a cave near Lascaux, France, discovered prehistoric paintings estimated to be 17,000 years old.	World War II	Lascaux
09-13	1759	tdih-09-13-01	Battle of the Plains of Abraham	QUEBEC FALLS: British Defeat French on the Plains of Abraham, Deciding North America's Fate	On September 13, 1759, British forces defeated the French at the Battle of the Plains of Abraham, determining that Canada would become British.	18th Century	Battle of the Plains of Abraham
09-14	1812	tdih-09-14-01	Napoleon Enters Moscow	EMPTY VICTORY: Napoleon Enters Moscow Only to Find It Abandoned and Burning	On September 14, 1812, Napoleon's army entered Moscow to find it largely deserted and soon engulfed in flames, dooming his Russian campaign.	19th Century	French invasion of Russia
09-15	1916	tdih-09-15-01	First Use of Tanks in Battle	IRON MONSTERS: British Deploy Tanks for First Time at the Battle of the Somme	On September 15, 1916, the British Army used tanks for the first time in combat during the Battle of the Somme, introducing a weapon that would transform warfare.	World War I Era	Tanks in World War I
09-16	1810	tdih-09-16-01	Mexican Independence Day	GRITO DE DOLORES: Father Hidalgo's Cry Launches Mexican War of Independence	On September 16, 1810, Father Miguel Hidalgo issued the Grito de Dolores, calling Mexicans to revolt against Spanish rule and beginning the Mexican War of Independence.	19th Century	Grito de Dolores
09-17	1787	tdih-09-17-01	US Constitution Signed	WE THE PEOPLE: Delegates Sign the United States Constitution in Philadelphia	On September 17, 1787, delegates to the Constitutional Convention signed the United States Constitution in Philadelphia, creating the framework for American government.	18th Century	United States Constitution
09-18	1851	tdih-09-18-01	New York Times First Published	ALL THE NEWS: The New York Times Publishes Its First Edition	On September 18, 1851, The New York Times published its first edition, beginning its journey to become one of the world's most influential newspapers.	Victorian Era	The New York Times
09-19	1796	tdih-09-19-01	Washington's Farewell Address Published	FAREWELL: President Washington's Final Address Warns Against Political Parties and Foreign Entanglements	On September 19, 1796, President George Washington's Farewell Address was published, warning against political factions and foreign alliances.	18th Century	George Washington's Farewell Address
09-20	1519	tdih-09-20-01	Magellan Sets Sail	AROUND THE WORLD: Ferdinand Magellan Departs Spain to Circumnavigate the Globe	On September 20, 1519, Ferdinand Magellan departed from Sanlucar de Barrameda, Spain with five ships, beginning the first circumnavigation of the Earth.	Renaissance	Magellan expedition
09-21	1937	tdih-09-21-01	The Hobbit Published	THERE AND BACK AGAIN: J.R.R. Tolkien Publishes The Hobbit	On September 21, 1937, J.R.R. Tolkien's The Hobbit was published, introducing readers to Middle-earth and beginning one of literature's greatest fantasy sagas.	Great Depression	The Hobbit
09-22	1862	tdih-09-22-01	Emancipation Proclamation Announced	FREEDOM PROCLAIMED: Lincoln Announces Emancipation Proclamation After Antietam Victory	On September 22, 1862, President Lincoln issued the preliminary Emancipation Proclamation, declaring that enslaved people in rebel states would be free on January 1.	Civil War	Emancipation Proclamation
09-23	63	tdih-09-23-01	Birth of Augustus	FIRST EMPEROR BORN: Future Emperor Augustus Born in Rome	On September 23, 63 BC, Gaius Octavius was born in Rome; he would become Augustus, the first Roman emperor and founder of a dynasty that ruled for over a century.	Ancient World	Augustus
09-24	1789	tdih-09-24-01	Federal Judiciary Established	JUSTICE BEGINS: Congress Passes Judiciary Act Creating Federal Court System	On September 24, 1789, Congress passed the Judiciary Act, establishing the federal court system and the office of Attorney General.	18th Century	Judiciary Act of 1789
09-25	1513	tdih-09-25-01	Balboa Reaches the Pacific Ocean	NEW OCEAN: Balboa Becomes First European to See the Pacific from the Americas	On September 25, 1513, Spanish explorer Vasco Nunez de Balboa crossed the Isthmus of Panama and became the first European to see the Pacific Ocean from the Americas.	Renaissance	Vasco Núñez de Balboa
09-26	1580	tdih-09-26-01	Drake Completes Circumnavigation	AROUND THE WORLD: Sir Francis Drake Returns to England After Sailing Around the Globe	On September 26, 1580, Sir Francis Drake completed his circumnavigation of the globe, returning to Plymouth with a ship full of Spanish treasure.	16th Century	Francis Drake
09-27	1905	tdih-09-27-01	Einstein Publishes E=mc2	ENERGY EQUALS: Einstein Publishes Paper Introducing the World's Most Famous Equation	On September 27, 1905, Albert Einstein published the paper containing E=mc2, establishing the relationship between mass and energy.	Turn of the Century	Mass–energy equivalence
09-28	1928	tdih-09-28-01	Penicillin Discovered	MOLD MIRACLE: Alexander Fleming Discovers Penicillin, Launching the Antibiotic Age	On September 28, 1928, Alexander Fleming noticed that mold on a petri dish had killed surrounding bacteria, discovering penicillin and launching the antibiotic revolution.	Roaring Twenties	Penicillin
09-29	1829	tdih-09-29-01	Metropolitan Police Founded	BOBBIES ON THE BEAT: Sir Robert Peel Creates London's Metropolitan Police	On September 29, 1829, the Metropolitan Police Service began operating in London, creating the model for modern professional police forces worldwide.	19th Century	Metropolitan Police
09-30	1955	tdih-09-30-01	James Dean Dies	REBEL WITHOUT A CAUSE: Actor James Dean Killed in Car Crash at Age 24	On September 30, 1955, actor James Dean was killed in a car accident in California at age 24, becoming an enduring symbol of youthful rebellion.	Post-World War II	James Dean
10-01	1949	tdih-10-01-01	People's Republic of China Founded	RED CHINA: Mao Zedong Proclaims the People's Republic of China	On October 1, 1949, Mao Zedong proclaimed the founding of the People's Republic of China from Tiananmen Gate, completing the communist revolution.	Cold War	Chinese Communist Revolution
10-02	1869	tdih-10-02-01	Birth of Mahatma Gandhi	GREAT SOUL BORN: Mohandas Karamchand Gandhi Born in Porbandar, India	On October 2, 1869, Mahatma Gandhi was born in Porbandar, India; he would lead India to independence through nonviolent resistance.	Victorian Era	Mahatma Gandhi
10-03	1990	tdih-10-03-01	German Reunification	ONE GERMANY: East and West Germany Officially Reunite After 45 Years	On October 3, 1990, the German Democratic Republic officially joined the Federal Republic of Germany, reunifying the country after 45 years of division.	Peace & Cooperation	German reunification
10-04	1957	tdih-10-04-01	Sputnik Launched	BEEP BEEP: Soviet Union Launches Sputnik, the First Artificial Satellite	On October 4, 1957, the Soviet Union launched Sputnik 1, the first artificial satellite, shocking the world and igniting the Space Race.	Space Age	Sputnik 1
10-05	1789	tdih-10-05-01	Women's March on Versailles	BREAD AND FURY: Parisian Women March to Versailles and Force Royal Family to Paris	On October 5, 1789, thousands of Parisian women marched to Versailles demanding bread, forcing King Louis XVI and the royal family to return to Paris.	18th Century	Women's March on Versailles
10-06	1927	tdih-10-06-01	The Jazz Singer Premieres	TALKIES ARRIVE: First Feature-Length Talking Picture Premieres in New York	On October 6, 1927, The Jazz Singer premiered in New York City, becoming the first feature-length motion picture with synchronized dialogue and ushering in the era of talkies.	Roaring Twenties	The Jazz Singer
10-07	1571	tdih-10-07-01	Battle of Lepanto	OTTOMAN NAVY DESTROYED: Christian Fleet Crushes Ottoman Navy at Lepanto	On October 7, 1571, a Christian coalition fleet decisively defeated the Ottoman navy at the Battle of Lepanto, the last major battle between galley fleets.	16th Century	Battle of Lepanto
10-08	1871	tdih-10-08-01	Great Chicago Fire	CITY IN FLAMES: Great Fire Destroys Much of Chicago, Killing 300 and Leaving 100,000 Homeless	On October 8, 1871, the Great Chicago Fire began, burning for two days and destroying 17,500 buildings across 3.3 square miles of the city.	Victorian Era	Great Chicago Fire
10-09	1967	tdih-10-09-01	Che Guevara Executed	REVOLUTIONARY KILLED: Che Guevara Captured and Executed in Bolivia	On October 9, 1967, Argentine revolutionary Che Guevara was captured and executed by the Bolivian army with CIA assistance.	Cold War	Che Guevara
10-10	1911	tdih-10-10-01	Wuchang Uprising Begins Chinese Revolution	DYNASTY FALLS: Wuchang Uprising Begins the Revolution That Ends 2,000 Years of Imperial China	On October 10, 1911, the Wuchang Uprising began the Xinhai Revolution that would overthrow the Qing Dynasty and end over 2,000 years of imperial rule in China.	Early 20th Century	Wuchang Uprising
10-11	1962	tdih-10-11-01	Vatican II Opens	CHURCH MODERNIZES: Pope John XXIII Opens the Second Vatican Council	On October 11, 1962, Pope John XXIII opened the Second Vatican Council, launching the most significant reform of the Catholic Church in 400 years.	Cold War	Second Vatican Council
10-12	1492	tdih-10-12-01	Columbus Reaches the Americas	NEW WORLD: Columbus Makes Landfall in the Bahamas	On October 12, 1492, Christopher Columbus made landfall on an island in the Bahamas, initiating sustained European contact with the Americas.	Renaissance	Voyages of Christopher Columbus
10-13	-54	tdih-10-13-01	Nero Becomes Roman Emperor	BOY EMPEROR: 16-Year-Old Nero Ascends to the Roman Imperial Throne	On October 13, 54 AD, 16-year-old Nero became Roman Emperor following the death of Claudius, beginning a reign that would end in infamy.	Ancient World	Nero
10-14	1066	tdih-10-14-01	Battle of Hastings	CONQUEST: William the Conqueror Defeats Harold II at the Battle of Hastings	On October 14, 1066, William of Normandy defeated King Harold II at the Battle of Hastings, conquering England and changing the course of British history.	Medieval	Battle of Hastings
10-15	1917	tdih-10-15-01	Mata Hari Executed	SPY SHOT: Dutch Exotic Dancer Mata Hari Executed by French Firing Squad for Espionage	On October 15, 1917, Mata Hari was executed by firing squad in Paris after being convicted of spying for Germany during World War I.	World War I Era	Mata Hari
10-16	1793	tdih-10-16-01	Marie Antoinette Executed	LET THEM EAT CAKE: Queen Marie Antoinette Executed by Guillotine in Paris	On October 16, 1793, Marie Antoinette, former Queen of France, was executed by guillotine in Paris during the Reign of Terror.	18th Century	Marie Antoinette
10-17	1781	tdih-10-17-01	British Surrender at Yorktown	WORLD TURNED UPSIDE DOWN: Cornwallis Surrenders at Yorktown, Ending the Revolutionary War	On October 17, 1781, British General Cornwallis began surrender negotiations at Yorktown, effectively ending the American Revolutionary War.	18th Century	Siege of Yorktown
10-18	1867	tdih-10-18-01	Alaska Transfer Ceremony	STARS AND STRIPES OVER ALASKA: United States Takes Formal Possession of Alaska from Russia	On October 18, 1867, the United States formally took possession of Alaska from Russia in a flag-raising ceremony at Sitka.	Victorian Era	Alaska Purchase
10-19	1781	tdih-10-19-01	Surrender at Yorktown	FREEDOM WON: British Forces Formally Surrender at Yorktown	On October 19, 1781, British forces formally surrendered at Yorktown, Virginia, ending the last major battle of the American Revolution.	18th Century	Siege of Yorktown
10-20	1973	tdih-10-20-01	Sydney Opera House Opens	ARCHITECTURAL MARVEL: Queen Elizabeth II Opens the Sydney Opera House	On October 20, 1973, Queen Elizabeth II formally opened the Sydney Opera House, one of the most iconic buildings of the 20th century.	1970s America	Sydney Opera House
10-21	1805	tdih-10-21-01	Battle of Trafalgar	NELSON TRIUMPHS AND DIES: British Navy Destroys Franco-Spanish Fleet at Trafalgar	On October 21, 1805, Admiral Nelson's British fleet destroyed the combined Franco-Spanish fleet at Trafalgar, securing British naval supremacy but costing Nelson his life.	19th Century	Battle of Trafalgar
10-22	1962	tdih-10-22-01	Cuban Missile Crisis Announced	MISSILES IN CUBA: Kennedy Addresses the Nation on Soviet Nuclear Weapons 90 Miles from Florida	On October 22, 1962, President Kennedy revealed Soviet nuclear missiles in Cuba, bringing the world closer to nuclear war than ever before.	Cold War	Cuban Missile Crisis
10-23	4004	tdih-10-23-01	Ussher's Date of Creation	IN THE BEGINNING: Archbishop Ussher's Calculated Creation Date	According to Archbishop James Ussher's 17th-century calculations, God created the heavens and the earth on the evening of October 23, 4004 BC.	Ancient World	Ussher chronology
10-24	1945	tdih-10-24-01	United Nations Officially Established	WORLD BODY: United Nations Charter Enters Into Force	On October 24, 1945, the United Nations officially came into existence when its Charter was ratified by the five permanent Security Council members.	Post-World War II	United Nations
10-25	1854	tdih-10-25-01	Charge of the Light Brigade	INTO THE VALLEY OF DEATH: Light Brigade Charges Russian Guns at Balaclava	On October 25, 1854, the British Light Brigade charged Russian artillery positions at Balaclava during the Crimean War in one of history's most famous military blunders.	Victorian Era	Charge of the Light Brigade
10-26	1881	tdih-10-26-01	Gunfight at the O.K. Corral	SHOWDOWN IN TOMBSTONE: Wyatt Earp and Doc Holliday Face Off at the O.K. Corral	On October 26, 1881, Wyatt Earp, his brothers, and Doc Holliday fought the Clantons at the O.K. Corral in Tombstone, the most famous gunfight in the American West.	Victorian Era	Gunfight at the O.K. Corral
10-27	1904	tdih-10-27-01	New York Subway Opens	ALL ABOARD UNDERGROUND: New York City's First Subway Line Opens	On October 27, 1904, New York City's first subway line opened, carrying 150,000 passengers on its first day and transforming urban transportation.	Turn of the Century	New York City Subway
10-28	1886	tdih-10-28-01	Statue of Liberty Dedicated	LIBERTY ENLIGHTENING THE WORLD: Statue of Liberty Dedicated on Bedloe's Island	On October 28, 1886, President Cleveland dedicated the Statue of Liberty, a gift from France, on Bedloe's Island in New York Harbor.	Victorian Era	Statue of Liberty
10-29	1929	tdih-10-29-01	Black Tuesday Stock Market Crash	MARKETS COLLAPSE: Wall Street Crashes on Black Tuesday, Triggering the Great Depression	On October 29, 1929, the stock market crashed on Black Tuesday, with 16 million shares traded in panic selling that helped trigger the Great Depression.	Great Depression	Wall Street Crash of 1929
10-30	1938	tdih-10-30-01	War of the Worlds Broadcast	PANIC: Orson Welles' War of the Worlds Radio Broadcast Causes Mass Hysteria	On October 30, 1938, Orson Welles broadcast a realistic radio adaptation of War of the Worlds, reportedly causing widespread panic among listeners.	Great Depression	The War of the Worlds (1938 radio drama)
10-31	1517	tdih-10-31-01	Martin Luther Posts 95 Theses	REFORMATION BEGINS: Luther Nails 95 Theses to Church Door in Wittenberg	On October 31, 1517, Martin Luther posted his 95 Theses on the door of All Saints' Church in Wittenberg, challenging papal authority and sparking the Protestant Reformation.	Renaissance	Ninety-five Theses
